SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
385275,0,Cash loans,F,Y,Y,0,247500.0,1293502.5,35698.5,1129500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.00823,-19565,365243,-12121.0,-3111,0.0,1,0,0,1,0,0,,2.0,2,2,THURSDAY,13,0,0,0,0,0,0,XNA,,0.6659367067509452,0.4848514754962666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-599.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
219832,0,Cash loans,F,N,Y,0,202500.0,350860.5,19161.0,283500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.025164,-19133,-2150,-54.0,-2671,,1,1,0,1,0,1,Accountants,1.0,2,2,TUESDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.6847136201501158,0.5437614628363868,0.2793353208976285,0.0495,0.0005,0.9995,0.9932,0.0,0.0,0.069,0.0833,0.0417,0.0573,0.0403,0.04,0.0,0.0,0.0504,0.0006,0.9995,0.9935,0.0,0.0,0.069,0.0833,0.0417,0.0586,0.0441,0.0417,0.0,0.0,0.05,0.0005,0.9995,0.9933,0.0,0.0,0.069,0.0833,0.0417,0.0582,0.041,0.0407,0.0,0.0,not specified,block of flats,0.0396,Panel,No,2.0,0.0,2.0,0.0,-1495.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
365249,1,Cash loans,F,N,Y,0,157500.0,182016.0,8851.5,144000.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.00733,-15501,-865,-3633.0,-3947,,1,1,1,1,1,0,Cleaning staff,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.5421280679043678,0.3572932680336494,0.0825,0.0782,0.9747,,0.0334,0.0,0.1379,0.1667,,0.0,,0.0726,,0.0,0.084,0.0812,0.9747,,0.0337,0.0,0.1379,0.1667,,0.0,,0.0757,,0.0,0.0833,0.0782,0.9747,,0.0336,0.0,0.1379,0.1667,,0.0,,0.0739,,0.0,,block of flats,0.0874,Panel,No,0.0,0.0,0.0,0.0,-454.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.0
285062,0,Cash loans,M,Y,Y,1,180000.0,540000.0,25150.5,540000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.0228,-16752,-106,-6380.0,-292,11.0,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,16,0,1,1,0,1,1,Construction,0.4575671917375465,0.6157684615639765,,0.1299,0.0956,0.9866,,,0.0,0.0345,0.1667,,0.0857,,0.0594,,0.0455,0.1324,0.0992,0.9866,,,0.0,0.0345,0.1667,,0.0876,,0.0619,,0.0482,0.1312,0.0956,0.9866,,,0.0,0.0345,0.1667,,0.0872,,0.0605,,0.0465,,block of flats,0.0674,Panel,No,0.0,0.0,0.0,0.0,-463.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,2.0
110314,0,Cash loans,F,N,Y,0,193500.0,675000.0,21906.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0145199999999999,-15650,-4611,-165.0,-4860,,1,1,0,1,0,0,Laborers,1.0,2,2,SATURDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.4602120863479555,0.3454858866640793,0.1604889306273446,,,0.9791,,,,,,,,,0.0022,,,,,0.9791,,,,,,,,,0.0023,,,,,0.9791,,,,,,,,,0.0023,,,,block of flats,0.0025,,Yes,8.0,1.0,8.0,0.0,-1598.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
124332,0,Cash loans,F,Y,N,0,81000.0,450000.0,13774.5,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.015221,-21100,365243,-301.0,-4269,8.0,1,0,0,1,1,0,,1.0,2,2,SATURDAY,15,0,0,0,0,0,0,XNA,0.8213364080045653,0.3802694000825025,0.3706496323299817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-229.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
438070,0,Cash loans,F,N,Y,0,90000.0,1303812.0,35851.5,1138500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-17425,-2768,-2251.0,-958,,1,1,0,1,0,0,Sales staff,2.0,2,2,FRIDAY,7,0,0,0,0,0,0,Self-employed,,0.2789448429340865,0.5744466170995097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-882.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
252874,0,Revolving loans,F,N,Y,2,58500.0,157500.0,7875.0,157500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.018209,-11695,-2560,-2578.0,-1142,,1,1,1,1,1,0,,4.0,3,3,THURSDAY,8,0,0,0,1,1,0,Industry: type 3,,0.0578698941212228,0.7076993447402619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1078.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
445684,0,Cash loans,F,N,N,0,135000.0,835380.0,35523.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-12215,-788,-3198.0,-3260,,1,1,0,1,0,0,Laborers,2.0,2,2,SUNDAY,10,0,0,0,0,0,0,Self-employed,0.4376002438877101,0.4601726341692639,0.5316861425197883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1498.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
120070,1,Cash loans,M,Y,N,1,180000.0,284400.0,16456.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.030755,-13261,-3596,-7106.0,-3758,13.0,1,1,0,1,0,0,Core staff,3.0,2,2,THURSDAY,16,0,0,0,0,1,1,Self-employed,,0.2055186782891003,0.5549467685334323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,6.0,0.0,-1647.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
362145,0,Cash loans,F,N,Y,0,112500.0,1288350.0,37800.0,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020713,-16582,-909,-528.0,-135,,1,1,0,1,0,0,Managers,2.0,3,2,MONDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.8637953683333123,0.6127373298269083,0.746300213050371,0.1742,0.1757,0.9871,0.8912,0.114,0.24,0.2069,0.3333,0.375,0.0739,0.1378,0.2163,0.0193,0.0324,0.1775,0.1823,0.9871,0.8955,0.115,0.2417,0.2069,0.3333,0.375,0.0756,0.1506,0.2254,0.0195,0.0344,0.1759,0.1757,0.9871,0.8927,0.1147,0.24,0.2069,0.3333,0.375,0.0752,0.1402,0.2202,0.0194,0.0331,reg oper account,block of flats,0.1772,Panel,No,4.0,2.0,4.0,2.0,-1633.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
187815,0,Cash loans,F,Y,N,1,175500.0,1506816.0,47443.5,1350000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00496,-19994,365243,0.0,-3215,11.0,1,0,0,1,0,0,,3.0,2,2,FRIDAY,15,0,0,0,0,0,0,XNA,0.593722737014505,0.69167229787613,0.7076993447402619,0.0691,0.0731,0.9841,0.8164,0.0243,0.0,0.1724,0.1667,0.2083,0.0475,0.0605,0.0577,0.0077,0.0358,0.063,0.0708,0.9821,0.8236,0.0245,0.0,0.1379,0.1667,0.2083,0.0138,0.0661,0.0569,0.0078,0.0078,0.0697,0.0731,0.9841,0.8189,0.0245,0.0,0.1724,0.1667,0.2083,0.0483,0.0616,0.0588,0.0078,0.0366,reg oper spec account,block of flats,0.0479,"Stone, brick",No,0.0,0.0,0.0,0.0,-1563.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
375785,0,Cash loans,M,N,Y,0,112500.0,1024290.0,30078.0,855000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.005084,-22611,365243,-9382.0,-321,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.3405137208802896,0.5064842396679806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0
446870,0,Cash loans,M,N,Y,1,256500.0,521280.0,23089.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010966,-15961,-1533,-30.0,-12,,1,1,0,1,1,0,Managers,3.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Security,,0.6887921778530354,0.7121551551910698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-1637.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
289134,0,Cash loans,F,N,N,0,144000.0,1339884.0,36976.5,1170000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.018634,-21781,365243,-3874.0,-4954,,1,0,0,1,0,0,,2.0,2,2,SUNDAY,7,0,0,0,0,0,0,XNA,,0.0202724561451772,,0.0124,0.0376,0.9816,,,0.0,0.069,0.0417,,,,0.0114,,0.0,0.0126,0.039,0.9816,,,0.0,0.069,0.0417,,,,0.0118,,0.0,0.0125,0.0376,0.9816,,,0.0,0.069,0.0417,,,,0.0116,,0.0,,block of flats,0.0105,"Stone, brick",No,0.0,0.0,0.0,0.0,-322.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
442838,0,Cash loans,M,Y,N,2,112500.0,590337.0,25141.5,477000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.020246,-14946,-4304,-915.0,-908,2.0,1,1,0,1,0,0,Laborers,4.0,3,3,TUESDAY,9,0,0,0,0,0,0,Industry: type 9,,0.5035389058874891,0.6626377922738201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2061.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
302210,0,Revolving loans,M,N,Y,0,211500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-12179,-1436,-887.0,-1664,,1,1,1,1,0,0,Drivers,2.0,2,2,SUNDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.2401662542177632,0.0864202370631646,0.656158373001177,0.1619,,0.9925,,,0.16,0.1379,0.375,,0.0297,,0.2602,,,0.1649,,0.9926,,,0.1611,0.1379,0.375,,0.0303,,0.2711,,,0.1634,,0.9925,,,0.16,0.1379,0.375,,0.0302,,0.2648,,,,block of flats,0.2072,Block,No,0.0,0.0,0.0,0.0,-1808.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
211182,0,Cash loans,F,Y,Y,0,67500.0,254700.0,14751.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.011703,-20921,365243,-7797.0,-4093,12.0,1,0,0,1,0,0,,2.0,2,2,TUESDAY,14,0,0,0,0,0,0,XNA,,0.700475486677952,0.7366226976503176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
251746,0,Cash loans,M,Y,N,2,112500.0,700830.0,18616.5,585000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010643,-14659,-127,-59.0,-4266,14.0,1,1,0,1,0,0,Drivers,4.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Self-employed,0.5567892455258434,0.6693817500384173,0.1766525794312139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
410489,0,Cash loans,F,N,Y,0,360000.0,651600.0,33399.0,562500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-18977,-5700,-7687.0,-2421,,1,1,0,1,0,1,,2.0,1,1,FRIDAY,16,0,0,0,0,1,1,Religion,,0.6742800580283588,0.6706517530862718,0.1485,0.111,0.9891,0.8504,0.0307,0.16,0.1379,0.3333,0.375,,0.121,0.1587,0.0,0.0,0.1513,0.1152,0.9891,0.8563,0.0309,0.1611,0.1379,0.3333,0.375,,0.1322,0.1654,0.0,0.0,0.1499,0.111,0.9891,0.8524,0.0308,0.16,0.1379,0.3333,0.375,,0.1231,0.1616,0.0,0.0,reg oper account,block of flats,0.1248,Panel,No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
338031,0,Cash loans,F,N,N,0,247500.0,629325.0,25087.5,562500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.009175,-18876,-1030,-6346.0,-2414,,1,1,0,1,0,0,Sales staff,1.0,2,2,WEDNESDAY,14,0,1,1,0,0,0,Trade: type 7,,0.7299718143046517,0.7490217048463391,0.2474,0.1297,0.9811,,,0.0,0.1379,0.1667,,0.0251,,0.1269,,0.0,0.2521,0.1346,0.9811,,,0.0,0.1379,0.1667,,0.0257,,0.1322,,0.0,0.2498,0.1297,0.9811,,,0.0,0.1379,0.1667,,0.0255,,0.1291,,0.0,,block of flats,0.1054,"Stone, brick",No,6.0,0.0,6.0,0.0,-15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
232165,0,Cash loans,F,N,Y,0,247500.0,886401.0,45387.0,778500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.01885,-16690,-5338,-7727.0,-221,,1,1,0,1,0,1,Managers,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.4090105669546003,0.7131801654329751,0.5919766183185521,0.1856,0.1407,0.9816,0.7484,0.0491,0.2,0.1724,0.3333,,,0.1513,0.1968,,,0.1891,0.146,0.9816,0.7583,0.0495,0.2014,0.1724,0.3333,,,0.1653,0.2051,,,0.1874,0.1407,0.9816,0.7518,0.0494,0.2,0.1724,0.3333,,,0.1539,0.2004,,,,block of flats,0.1817,Panel,No,0.0,0.0,0.0,0.0,-201.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
197143,0,Revolving loans,M,Y,Y,1,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,-10915,-1175,-4414.0,-3457,12.0,1,1,0,1,0,0,Core staff,2.0,2,2,MONDAY,11,0,0,0,1,1,1,Business Entity Type 3,0.1993651181728535,0.4535852843828754,0.3031463744186309,0.0247,,0.9811,0.7416,0.0026,0.0,0.069,0.0833,0.125,,0.0202,0.0146,0.0039,0.0388,0.0252,,0.9811,0.7517,0.0026,0.0,0.069,0.0833,0.125,,0.022,0.0152,0.0039,0.041,0.025,,0.9811,0.7451,0.0026,0.0,0.069,0.0833,0.125,,0.0205,0.0149,0.0039,0.0396,reg oper account,block of flats,0.0183,Block,No,1.0,0.0,0.0,0.0,-1012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
191587,0,Revolving loans,M,Y,Y,0,225000.0,540000.0,27000.0,540000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.035792,-16981,-183,-507.0,-524,7.0,1,1,0,1,0,1,Managers,1.0,2,2,MONDAY,13,0,0,0,0,0,0,Self-employed,0.3261032420715238,0.6296899275670799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-146.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
145960,0,Cash loans,F,Y,N,0,216000.0,302341.5,18400.5,261000.0,Family,State servant,Higher education,Single / not married,House / apartment,0.00496,-10677,-1368,-980.0,-1028,65.0,1,1,0,1,0,0,Core staff,1.0,2,2,WEDNESDAY,17,0,0,0,0,1,1,Security Ministries,0.4345613338974545,0.5898956998866841,0.3842068130556564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
331698,0,Cash loans,F,Y,N,1,202500.0,910890.0,33592.5,652500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010147,-12732,-1082,-5025.0,-5025,22.0,1,1,0,1,0,0,Core staff,3.0,2,2,MONDAY,12,0,0,0,0,0,0,Services,0.4950108709023006,0.6395618630409634,0.2525986978339766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1636.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
113818,0,Cash loans,F,N,Y,0,135000.0,163512.0,13045.5,135000.0,Children,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-22976,365243,-9404.0,-4169,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,8,0,0,0,0,0,0,XNA,,0.2781362708871374,0.1261005588362325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
193783,0,Cash loans,F,N,N,0,112500.0,450000.0,22018.5,450000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.018801,-10568,-510,-2167.0,-1632,,1,1,1,1,0,0,,1.0,2,2,SUNDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.5700431135359313,0.5324459856321266,0.4543210601605785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
119824,0,Cash loans,F,N,N,1,76500.0,1170000.0,30861.0,1170000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.072508,-14118,-185,-1835.0,-4579,,1,1,1,1,1,0,Core staff,3.0,1,1,TUESDAY,19,1,1,0,1,1,0,Bank,0.4411842404913435,0.7670064835120893,0.3589512285783967,0.4268,0.2577,0.9955,0.9388,0.2557,0.72,0.3103,0.4583,0.5,0.0,0.3329,0.4441,0.0695,0.1388,0.4349,0.2675,0.9955,0.9412,0.2581,0.725,0.3103,0.4583,0.5,0.0,0.3636,0.4626,0.07,0.147,0.4309,0.2577,0.9955,0.9396,0.2574,0.72,0.3103,0.4583,0.5,0.0,0.3386,0.452,0.0699,0.1418,reg oper spec account,block of flats,0.3781,Panel,No,1.0,0.0,1.0,0.0,-112.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
356527,0,Cash loans,M,N,Y,1,225000.0,1022022.0,43429.5,913500.0,"Spouse, partner",Working,Higher education,Married,House / apartment,0.035792,-16813,-1017,-6356.0,-371,,1,1,0,1,0,0,Drivers,3.0,2,2,TUESDAY,9,0,0,0,0,1,1,Medicine,0.1507837952401811,0.5931187960283582,0.4776491548517548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-2499.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
245195,0,Cash loans,M,N,Y,0,202500.0,418743.0,28111.5,342000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.00712,-9801,-336,-4049.0,-2368,,1,1,0,1,0,0,Sales staff,1.0,2,2,THURSDAY,16,0,0,0,0,0,0,Self-employed,0.1593370082349255,0.3718497251717955,0.4507472818545589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-288.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
318742,0,Cash loans,F,Y,Y,2,216000.0,238896.0,16092.0,189000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.035792,-13036,-2769,-854.0,-4988,5.0,1,1,0,1,0,0,Private service staff,4.0,2,2,SATURDAY,13,0,0,0,1,1,0,Self-employed,0.6164270558365358,0.6400003108379252,0.7713615919194317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1698.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
170539,0,Cash loans,M,N,Y,2,202500.0,495000.0,13743.0,495000.0,Other_B,Working,Higher education,Married,House / apartment,0.026392,-9981,-1652,-4514.0,-2618,,1,1,0,1,0,0,,4.0,2,2,THURSDAY,17,0,0,0,0,0,0,Other,0.1686222397153446,0.6590131687440209,0.4992720153045617,0.2557,0.1944,0.9781,,,0.2,0.1724,0.3333,,0.2203,,0.2249,,0.207,0.2605,0.2018,0.9782,,,0.2014,0.1724,0.3333,,0.2253,,0.2343,,0.2191,0.2581,0.1944,0.9781,,,0.2,0.1724,0.3333,,0.2241,,0.2289,,0.2113,,block of flats,0.2219,"Stone, brick",No,3.0,1.0,3.0,1.0,-242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
